,Skills
20780,saas
20780,programming
20780,etl
20780,sql
20780,server
20780,azure
20780,c
20781,git
20781,programming
20781,jira
20781,linux
20781,bitbucket
20782,word
20782,agile
20782,jira
20782,visio
20782,scrum
20782,powerpoint
20782,microsoft
20782,excel
20783,powerpoint
20783,oracle
20783,spreadsheet
20783,go
20783,excel
20784,excel
20784,database
20784,frontend
20784,cloud
20784,unix
20784,json
20784,java
20784,css
20784,javascript
20784,html
20784,agile
20784,postgresql
20784,sql
20785,numpy
20785,database
20785,cloud
20785,python
20785,programming
20785,warehousing
20785,pandas
20785,aws
20785,mysql
20785,redshift
20785,etl
20785,no-sql
20785,snowflake
20785,sql
20786,coding
20787,database
20787,cloud
20787,data_lakes
20787,python
20787,server
20787,gcp
20787,slack
20787,spark
20787,github
20787,warehousing
20787,ci/cd
20787,aws
20787,mysql
20787,snowflake
20787,sql
20787,azure
20787,airflow
20787,postgres
20788,tableau
20789,cloud
20789,java
20789,aws
20789,docker
20789,azure
20790,cloud
20790,python
20790,programming
20790,aws
20790,sql
20790,nosql
20791,github
20791,backend
20791,ci/cd
20791,redis
20791,golang
20791,aws
20791,python
20791,slack
20791,coding
20791,jira
20791,twilio
20791,mongodb
20791,go
20792,cloud
20792,python
20792,r
20792,looker
20792,tableau
20792,sql
20792,powerbi
20793,excel
20794,python
20794,rust
20794,server
20794,ubuntu
20795,tableau
20795,etl
20795,sql
20795,bi
20796,alteryx
20796,power_bi
20796,aws
20796,agile
20796,python
20796,tableau
20796,etl
20796,sql
20796,bi
20796,sharepoint
20796,c
20797,cloud
20797,aws
20797,redshift
20797,etl
20797,snowflake
20797,apache
20797,spark
20798,cloud
20798,aws
20798,azure
20799,qlik
20799,redis
20799,redshift
20799,etl
20799,saas
20799,database
20800,excel
20801,agile
20801,jira
20801,scrum
20801,sql
20802,spreadsheets
20802,agile
20802,microsoft
20802,sharepoint
20802,excel
20803,sql
20803,ai
20803,machine_learning
20804,database
20804,cloud
20804,javascript
20804,agile
20804,scrum
20804,devops
20804,backend
20804,microsoft
20804,html
20804,ai
20804,azure
20805,kotlin
20805,aws
20805,python
20805,coding
20806,git
20806,scrum
20806,agile
20806,slack
20806,jira
20807,graphql
20807,cloud
20807,node.js
20807,ios
20807,backend
20807,ci/cd
20808,looker
20808,qlik
20808,redshift
20808,tableau
20808,snowflake
20808,sql
20808,excel
20809,
20810,database
20810,datadog
20810,cloud
20810,javascript
20810,agile
20810,jira
20810,saas
20810,mongodb
20810,c
20810,java
20810,sql
20810,azure
20810,jquery
20811,python
20811,r
20811,looker
20811,tableau
20811,etl
20811,sql
20812,c++
20812,java
20812,javascript
20812,coding
20812,programming
20812,linux
20812,machine_learning
20812,c
20813,cloud
20813,ruby
20813,agile
20813,python
20813,docker
20813,frontend
20813,aws
20813,etl
20813,postgres
20814,cloud
20814,linux
20814,warehousing
20815,cloud
20815,saas
20815,programming
20815,microsoft
20815,golang
20815,aws
20815,go
20815,azure
20816,cloud
20816,aws
20816,azure
20817,scala
20817,gcp
20817,coding
20817,programming
20817,etl
20817,spark
20818,excel
20819,oracle
20819,warehousing
20819,agile
20820,excel
20820,microsoft
20820,cloud
20820,saas
20820,aws
20820,redshift
20820,tableau
20820,looker
20820,sql
20820,bi
20820,azure
20821,data_lake
20821,git
20821,datadog
20821,airflow
20821,aws
20821,mysql
20821,python
20821,redshift
20821,etl
20821,postgresql
20821,looker
20821,jira
20821,apache
20822,git
20822,scrum
20822,css
20822,javascript
20822,html
20822,programming
20822,asp.net
20822,server
20822,c
20823,cloud
20823,visio
20823,gdpr
20823,css
20823,microsoft
20823,aws
20823,html
20823,ai
20823,azure
20824,database
20824,cloud
20824,javascript
20824,aws
20824,agile
20824,python
20824,sql
20824,devops
20825,microsoft
20825,go
20825,excel
20826,
20827,git
20827,mongodb
20827,aws
20827,twilio
20827,postgres
20828,r
20828,unix
20828,cloud
20828,sas
20828,python
20828,programming
20828,sql
20828,powerbi
20828,machine_learning
20828,azure
20829,
20830,gitlab
20830,ruby
20830,agile
20830,bi
20830,devops
20830,sql
20831,coding
20831,programming
20831,c/c++
20832,microsoft
20832,cloud
20833,database
20833,cloud
20833,ai/ml
20833,agile
20833,devops
20833,spark
20833,warehousing
20833,microsoft
20833,ci/cd
20833,etl
20833,ml
20833,sql
20833,azure
20833,ssis
20833,coding
20834,c
20835,excel
20836,r
20836,data_lake
20836,microsoft
20836,cloud
20836,power_bi
20836,mysql
20836,python
20836,matlab
20836,ml
20836,hadoop
20836,machine_learning
20836,azure
20836,spark
20837,c
20837,nlp
20837,ml
20837,machine_learning
20838,jupyter
20838,python
20838,hadoop
20838,git
20838,spark
20838,backend
20838,ci/cd
20838,aws
20838,redshift
20838,etl
20838,sql
20838,unix
20838,postgres
20839,coding
20839,python
20839,ml
20839,pytorch
20839,tensorflow
20839,ai
20839,machine_learning
20840,python
20840,docker
20840,node.js
20840,spark
20840,aws
20840,go
20841,agile
20841,tableau
20842,javascript
20842,ruby
20842,css
20842,backend
20842,java
20842,html
20842,terminal
20843,c/c++
20843,matlab
20844,cloud
20844,ajax
20844,javascript
20844,css
20844,programming
20844,c
20844,backend
20844,microsoft
20844,html
20844,azure
20844,paas
20844,js
20845,database
20845,python
20845,r
20845,saas
20845,tableau
20845,snowflake
20845,sql
20846,jupyter
20846,python
20846,r
20846,devops
20846,iot
20846,machine_learning
20847,
20848,back-end
20848,backend
20848,redis
20848,golang
20848,python
20848,programming
20848,postgresql
20848,twilio
20848,postgres
20849,python
20849,bigquery
20849,spark
20849,sql
20849,tensorflow
20849,ai
20849,machine_learning
20849,scala
20850,looker
20850,microsoft
20850,tableau
20850,sql
20850,excel
20850,airflow
20851,coding
20851,etl
20851,sql
20852,
20853,cloud
20853,javascript
20853,agile
20853,asp.net
20853,server
20853,microsoft
20853,ci/cd
20853,sql
20853,azure
20853,jquery
20854,
20855,cloud
20855,bi
20855,warehousing
20855,tableau
20855,snowflake
20855,sql
20855,excel
20856,
20857,graphql
20857,database
20857,cloud
20857,javascript
20857,ruby
20857,agile
20857,git
20857,postgresql
20857,bash
20858,snowflake
20858,sql
20858,python
20858,etl
20858,cloud
20858,oracle
20858,devops
20858,database
20858,azure
20858,hadoop
20858,microsoft
20858,power_bi
20859,hadoop
20859,server
20859,mongodb
20859,microsoft
20859,etl
20859,sql
20859,ssis
20859,ssrs
20860,python
20860,linux
20860,hadoop
20860,programming
20860,spark
20860,redis
20860,java
20860,aws
20860,mysql
20860,etl
20860,sql
20860,nosql
20860,machine_learning
20860,postgres
20861,
20862,database
20862,word
20862,python
20862,bi
20862,r
20862,powerpoint
20862,programming
20862,oracle
20862,warehousing
20862,microsoft
20862,outlook
20862,sas
20862,tableau
20862,sql
20862,machine_learning
20862,excel
20862,spss
20862,ssrs
20863,cloud
20864,git
20864,airflow
20864,cloud
20864,gcp
20864,aws
20864,python
20864,tableau
20864,etl
20864,bigquery
20864,looker
20864,sql
20864,docker
20864,apache
20864,bi
20864,machine_learning
20864,powerbi
20865,linux
20865,devops
20865,twilio
20865,go
20866,looker
20866,qlik
20866,redshift
20866,tableau
20866,snowflake
20866,sql
20866,excel
20867,linux
20868,
20869,t-sql
20869,programming
20869,sql
20869,delphi
20869,server
20869,c
20870,programming
20870,tableau
20870,sql
20871,database
20871,java
20871,css
20871,javascript
20871,ruby
20871,html
20871,python
20871,programming
20871,php
20871,linux
20871,asp.net
20871,sql
20871,azure
20871,c
20872,sql
20872,programming
20872,database
20873,cloud
20873,agile
20873,jira
20873,c
20874,cloud
20875,scrum
20875,backend
20875,agile
20875,sql
20876,data_lake
20876,excel
20876,warehousing
20876,microstrategy
20876,database
20876,saas
20876,dax
20876,power_bi
20876,qlik
20876,data_lakes
20876,python
20876,tableau
20876,etl
20876,ml
20876,sql
20876,bi
20876,server
20876,ai
20876,machine_learning
20876,azure
20876,spark
20877,backend
20877,ci/cd
20877,agile
20877,python
20877,programming
20877,sql
20877,devops
20877,azure
20878,github
20878,scala
20878,airflow
20878,word
20878,java
20878,python
20878,etl
20878,sql
20878,go
20878,spark
20879,agile
20879,jira
20879,server
20879,scrum
20880,c++
20880,shell
20880,python
20880,ai
20880,ubuntu
20881,python
20881,frontend
20881,vue
20881,ios
20881,backend
20881,objective_c
20881,swift
20882,backend
20882,java
20882,kotlin
20882,aws
20882,ruby
20882,mysql
20882,apache
20883,database
20883,javascript
20883,agile
20883,html5
20883,git
20883,css
20883,slack
20883,programming
20883,redis
20883,java
20883,go
20884,cloud
20884,python
20884,frontend
20884,css
20884,mongodb
20884,backend
20884,html
20884,nlp
20884,ai
20884,coding
20884,postgres
20885,
20886,graphql
20886,datadog
20886,python
20886,docker
20886,saas
20886,redis
20886,golang
20886,go
20886,postgres
20887,javascript
20887,git
20887,scrum
20887,css
20887,programming
20887,sql
20888,r
20888,scala
20888,saas
20888,java
20888,python
20888,programming
20888,etl
20888,postgresql
20888,paas
20888,snowflake
20888,postgres
20888,c
20889,cloud
20889,ruby
20889,docker
20889,gdpr
20889,ios
20889,mongodb
20889,golang
20889,aws
20889,postgres
20890,excel
20890,saas
20890,slack
20890,twilio
20890,go
20891,aws
20891,tableau
20891,looker
20891,sql
20891,bi
20891,powerbi
20892,python
20892,r
20892,looker
20892,tableau
20892,etl
20892,sql
20893,database
20893,word
20893,sql
20893,bi
20894,back-end
20894,java
20894,coding
20894,programming
20894,snowflake
20894,sql
20895,backend
20895,frontend
20895,cloud
20895,ember.js
20895,css
20895,javascript
20895,html
20895,js
20896,javascript
20896,vue.js
20896,agile
20896,python
20896,linux
20896,html5
20896,git
20896,css
20896,slack
20896,programming
20896,php
20896,devops
20896,java
20896,html
20896,mysql
20896,postgresql
20897,
20898,scala
20898,cloud
20898,aws
20898,python
20898,etl
20898,hadoop
20898,sql
20898,bi
20898,spark
20899,scala
20899,microsoft
20899,ci/cd
20899,java
20899,python
20899,looker
20899,snowflake
20899,nosql
20899,ai
20899,spark
20900,cloud
20900,python
20900,spark
20900,java
20900,snowflake
20900,sql
20900,ai
20900,machine_learning
20900,excel
20900,scala
20901,node.js
20901,cloud
20901,gcp
20901,javascript
20901,fullstack
20901,aws
20901,docker
20901,azure
20902,ci/cd
20902,c++
20902,cloud
20902,python
20902,programming
20902,docker
20902,c
20903,database
20903,cloud
20903,javascript
20903,agile
20903,linux
20903,server
20903,git
20903,scrum
20903,css
20903,programming
20903,devops
20903,oracle
20903,microsoft
20903,java
20903,aws
20903,html
20903,mysql
20903,sql
20903,azure
20903,coding
20903,jquery
20904,agile
20904,jira
20904,sharepoint
20905,data_lake
20905,graphql
20905,cloud
20905,python
20905,bigquery
20905,node
20905,docker
20905,bi
20905,sql
20905,airflow
20905,coding
20905,postgres
20906,scrum
20906,cloud
20906,java
20906,aws
20906,agile
20906,python
20906,programming
20906,sql
20906,nosql
20906,ai
20906,devops
20906,go
20906,c
20907,bash
20907,powershell
20907,database
20907,git
20907,cloud
20907,javascript
20907,aws
20907,agile
20907,programming
20907,asp.net
20907,sql
20907,devops
20907,js
20907,azure
20907,c
20908,git
20908,c
20909,backend
20909,aws
20909,ml
20909,sql
20909,docker
20910,git
20910,cloud
20910,programming
20910,docker
20911,r
20911,cloud
20911,python
20911,programming
20911,apache
20911,machine_learning
20911,spark
20912,tableau
20912,excel
20912,powerbi
20913,javascript
20913,power_bi
20913,python
20913,bi
20913,server
20913,r
20913,oracle
20913,warehousing
20913,t-sql
20913,sas
20913,mysql
20913,redshift
20913,tableau
20913,sql
20913,go
20913,excel
20913,postgres
20914,agile
20914,jira
20915,agile
20915,python
20915,scrum
20915,frontend
20915,ci/cd
20915,aws
20915,coding
20915,postgres
20916,database
20916,word
20916,visio
20916,server
20916,programming
20916,oracle
20916,outlook
20916,etl
20916,sql
20916,go
20916,excel
20917,
20918,ruby
20918,python
20918,saas
20918,ci/cd
20918,java
20918,aws
20918,c++
20918,coding
20919,agile
20920,database
20920,sql
20920,powerbi
20921,database
20921,scrum
20921,ci/cd
20921,cloud
20921,agile
20921,programming
20921,asp.net
20921,sql
20921,docker
20921,server
20921,devops
20921,azure
20921,c
20922,
20923,data_lakes
20923,python
20923,docker
20923,git
20923,gcp
20923,devops
20923,spark
20923,redis
20923,ml
20923,sql
20923,ai
20923,go
20923,airflow
20923,mongo
20923,postgres
20924,backend
20924,codebase
20925,
20926,microsoft
20926,ci/cd
20926,cloud
20926,gcp
20926,aws
20926,go
20926,azure
20927,database
20927,cloud
20927,power_bi
20927,hadoop
20927,bi
20927,server
20927,powerpoint
20927,warehousing
20927,tableau
20927,etl
20927,sql
20927,excel
20928,
20929,github
20929,graphql
20929,node.js
20929,ci/cd
20929,javascript
20929,sql
20929,docker
20929,nosql
20929,html5
20930,
20931,database
20931,cloud
20931,agile
20931,docker
20931,scrum
20931,saas
20931,programming
20931,spark
20931,backend
20931,java
20931,postgresql
20932,excel
20933,r
20933,sas
20933,python
20933,programming
20933,matlab
20933,sql
20933,machine_learning
20933,spark
20934,devops
20934,machine_learning
20935,database
20935,pl/sql
20935,python
20935,linux
20935,git
20935,shell
20935,sql
20935,ai
20935,c++
20936,devops
20937,looker
20938,database
20938,cloud
20938,scrum/agile
20938,data_lakes
20938,programming
20938,asp.net
20938,sql
20938,nosql
20938,azure
20938,c
20939,numpy
20939,cloud
20939,python
20939,pytorch
20939,git
20939,ibm
20939,gcp
20939,devops
20939,oracle
20939,pandas
20939,microsoft
20939,ci/cd
20939,aws
20939,nlp
20939,ml
20939,tensorflow
20939,ai
20939,machine_learning
20939,azure
20939,scikit-learn
20940,python
20940,r
20940,programming
20940,sas
20940,sql
20940,coding
20941,data_lake
20941,ibm
20941,etl
20941,sql
20942,
20943,python
20943,programming
20943,sql
20943,machine_learning
20944,unix/linux
20944,cloud
20944,python
20944,jira
20944,r
20944,git
20944,ibm
20944,oracle
20944,perl
20944,java
20944,shell
20944,aws
20944,sql
20945,github
20945,scrum
20945,cloud
20945,java
20945,mysql
20945,agile
20945,xml
20946,excel
20947,agile
20948,unix/linux
20948,cloud
20948,java
20948,aws
20948,snowflake
20948,sql
20949,python
20949,bi
20949,r
20949,looker
20949,spark
20949,backend
20949,java
20949,aws
20949,tableau
20949,etl
20949,snowflake
20949,sql
20949,airflow
20949,postgres
20950,cloud
20950,java
20950,javascript
20950,agile
20950,no-sql
20950,devops
20951,devops
20952,python
20952,programming
20952,machine_learning
20952,azure
20953,gdpr
20953,tableau
20954,oracle
20954,database
20954,ajax
20954,java
20954,javascript
20954,html
20954,sql
20954,server
20955,database
20955,pl/sql
20955,cloud
20955,programming
20955,microsoft
20955,etl
20955,azure
20956,
20957,database
20957,backend
20957,golang
20957,mysql
20957,terminal
20958,graphql
20958,database
20958,agile
20958,python
20958,bigquery
20958,node
20958,jira
20958,backend
20958,redshift
20958,tableau
20958,snowflake
20958,sql
20958,postgres
20959,excel
20959,tableau
20959,sql
20959,bi
20959,go
20960,agile
20960,python
20960,sql
20960,excel
20961,graphql
20961,back-end
20961,node.js
20961,backend
20961,cloud
20961,gcp
20961,javascript
20961,aws
20961,mysql
20961,agile
20961,mongo
20962,microsoft
20962,cloud
20962,aws
20962,devops
20962,azure
20963,cloud
20963,aws
20963,azure
20964,cloud
20964,javascript
20964,agile
20964,python
20964,server
20964,bi
20964,git
20964,saas
20964,looker
20964,c
20964,microsoft
20964,aws
20964,postgresql
20964,sql
20964,aurora
20965,oracle
20965,sap
20965,alteryx
20965,database
20965,cloud
20965,power_bi
20965,mysql
20965,python
20965,tableau
20965,etl
20965,sql
20965,server
20965,azure
20966,ci/cd
20966,c++
20966,cloud
20966,python
20966,programming
20966,docker
20966,c
20967,database
20967,cloud
20967,linux
20967,docker
20967,outlook
20967,java
20967,aws
20967,sql
20967,ai
20967,azure
20967,paas
20968,database
20969,
20970,powerpoint
20970,oracle
20970,microsoft
20970,tableau
20970,go
20970,excel
20970,powerbi
20971,r
20971,data_lake
20971,microsoft
20971,cloud
20971,power_bi
20971,mysql
20971,python
20971,matlab
20971,ml
20971,hadoop
20971,machine_learning
20971,azure
20971,spark
20972,excel
20973,excel
20973,oracle
20973,database
20973,microsoft
20973,powerpoint
20973,visio
20973,sql
20974,cloud
20974,javascript
20974,agile
20974,html5
20974,bitbucket
20974,git
20974,css
20974,backend
20974,aws
20975,
20976,power_bi
20976,data_lakes
20976,python
20976,jira
20976,tableau
20976,sql
20977,redis
20977,saas
20977,aws
20977,ruby
20977,postgres
20978,cloud
20978,aws
20978,azure
20979,java
20979,agile
20979,programming
20980,spreadsheets
20980,power_bi
20980,server
20980,oracle
20980,t-sql
20980,sql
20980,excel
20981,cloud
20981,r
20981,matlab
20981,microsoft
20981,sas
20981,etl
20981,sql
20981,go
20981,excel
20981,scala
20982,excel
20983,aws
20983,python
20983,redshift
20983,etl
20983,docker
20984,cloud
20984,python
20984,programming
20984,no-sql
20984,sql
20984,docker
20984,mongodb
20984,go
20984,postgres
20985,agile
20985,python
20985,powershell
20985,java
20985,js
20986,sql
20986,programming
20986,database
20987,
20988,agile
20988,java
20988,kotlin
20989,linux/unix
20989,backend
20989,c++
20989,java
20989,coding
20989,programming
20989,sql
20989,nosql
20989,go
20990,database
20990,python
20990,docker
20990,warehousing
20990,aws
20990,redshift
20990,etl
20990,snowflake
20990,sql
20990,azure
20990,airflow
20991,pandas
20991,scikit-learn
20991,python
20991,sql
20991,machine_learning
20991,spark
20992,microsoft
20992,cloud
20992,aws
20992,devops
20992,azure
20993,saas
20993,slack
20993,twilio
20994,
20995,cloud
20995,python
20995,shell
20995,aws
20995,rust
20996,cloud
20996,microsoft
20996,golang
20996,aws
20996,go
20996,azure
20997,javascript
20997,python
20997,c
20997,java
20997,html
20997,c++
20997,coding
20998,javascript
20998,agile
20998,etl
20998,sql
20999,cloud
20999,ruby
20999,node
20999,frontend
20999,saas
20999,backend
20999,microsoft
20999,ember.js
20999,golang
20999,aws
20999,go
20999,azure
21000,cloud
21000,aws
21000,azure
21001,cloud
21001,gdpr
21002,jira
21002,bi
21002,powerpoint
21002,microstrategy
21002,tableau
21002,sql
21002,excel
21003,json
21003,programming
21003,c
21003,mssql
21003,microsoft
21003,mysql
21003,xml
21003,vb.net
21003,sql
21003,excel
21003,c++
21003,vba
21004,etl
21005,powerpoint
21005,microsoft
21005,outlook
21005,tableau
21005,excel
21006,
21007,backend
21007,redis
21007,ruby
21007,mysql
21007,programming
21007,docker
21007,devops
21007,machine_learning
21008,
21009,javascript
21009,r
21009,devops
21009,c
21009,ci/cd
21009,java
21009,twilio
21009,go
21010,git
21010,scrum
21010,airflow
21010,cloud
21010,java
21010,pyspark
21010,agile
21010,python
21010,tableau
21010,etl
21010,mongo
21010,cognos
21010,hadoop
21010,nosql
21010,bi
21010,powerbi
21011,cloud
21011,javascript
21011,ruby
21011,python
21011,linux
21011,docker
21011,git
21011,gcp
21011,ios
21011,programming
21011,devops
21011,ci/cd
21011,shell
21011,aws
21011,rust
21011,go
21011,azure
21011,ubuntu
21012,
21013,ibm
21013,oracle
21013,iot
21013,microsoft
21013,xml
21013,jse/jee
21014,backend
21014,frontend
21014,ci/cd
21014,cloud
21014,saas
21014,java
21014,agile
21014,programming
21014,paas
21015,word
21015,python
21015,r
21015,powerpoint
21015,programming
21015,microsoft
21015,outlook
21015,aws
21015,sql
21015,machine_learning
21015,excel
21016,bash
21016,scala
21016,perl
21016,node.js
21016,database
21016,git
21016,backend
21016,redis
21016,cloud
21016,java
21016,css
21016,javascript
21016,fullstack
21016,ruby
21016,aws
21016,agile
21016,python
21016,coding
21016,programming
21016,hadoop
21016,sql
21016,apache
21016,jquery
21016,server
21016,spark
21017,python
21017,sql
21017,excel
21018,ajax
21018,javascript
21018,agile
21018,jira
21018,asp.net
21018,server
21018,html5
21018,programming
21018,mongodb
21018,c
21018,microsoft
21018,t-sql
21018,vb.net
21018,sql
21018,nosql
21019,gdpr
21019,tableau
21020,database
21020,bi
21020,etl
21020,postgresql
21020,sql
21021,scrum
21021,java
21021,agile
21021,jira
21022,node
21022,docker
21022,vue
21022,redis
21022,aws
21022,postgres
21023,data_lake
21023,scala
21023,graphql
21023,java
21023,kotlin
21023,aws
21023,agile
21023,programming
21023,hadoop
21023,sql
21023,nosql
21023,go
21024,c++
21024,cloud
21024,gcp
21024,javascript
21024,aws
21024,python
21024,docker
21024,azure
21025,sas
21025,sql
21026,postgresql
21026,looker
21026,sql
21027,cloud
21027,python
21027,hadoop
21027,r
21027,c
21027,spark
21027,aws
21027,ml
21027,sql
21027,ai
21027,machine_learning
21027,go
21027,mongo
21028,cloud
21028,aws
21028,azure
21029,database
21029,cloud
21029,java
21029,javascript
21029,mysql
21029,agile
21029,postgresql
21029,sql
21029,nosql
21029,mongodb
21030,unix/linux
21030,cloud
21030,javascript
21030,agile
21030,python
21030,docker
21030,programming
21030,iot
21030,ci/cd
21030,java
21030,nosql
21030,scrum/agile
21030,coding
21031,oracle
21031,microsoft
21031,saas
21031,sql
21031,server
21031,bi
21032,r
21032,python
21032,etl
21032,hadoop
21032,sql
21032,machine_learning
21032,spark
21033,linux
21033,git
21033,c/c++
21033,c
21034,cloud
21034,agile
21034,microsoft
21035,vue
21035,kotlin
21035,programming
21035,node
21036,agile
21036,jira
21036,git
21037,programming
21037,c/c++
21037,codebase
21038,excel
21038,macros
21039,word
21039,visio
21039,powerpoint
21039,c
21039,microsoft
21039,outlook
21039,vb.net
21039,sql
21039,excel
21039,ssis
21039,ssrs
21040,pandas
21040,python
21040,sql
21040,machine_learning
21041,sap
21041,database
21041,cloud
21041,python
21041,server
21041,saas
21041,oracle
21041,java
21041,mysql
21041,sql
21041,excel
21042,database
21042,java
21042,ruby
21042,python
21042,postgres
21043,agile
21044,cloud
21044,saas
21044,powerpoint
21044,ai
21045,cloud
21045,saas
21045,iaas
21045,gcp
21045,aws
21045,python
21045,linux
21045,go
21045,azure
21046,database
21046,word
21046,css
21046,powerpoint
21046,php
21046,microsoft
21046,java
21046,html
21046,excel
21047,bigquery
21047,bi
21047,looker
21047,redshift
21047,tableau
21047,snowflake
21047,sql
21047,apache
21047,airflow
21048,cloud
21048,aws
21048,azure
21049,database
21049,macros
21049,javascript
21049,html
21049,xml
21050,python
21050,git
21050,backend
21050,aws
21050,airflow
21051,saas
21051,twilio
21052,ci/cd
21052,javascript
21052,agile
21052,slack
21052,programming
21052,go
21052,bitbucket
21053,database
21053,ruby
21053,node.js
21053,saas
21053,slack
21053,looker
21053,warehousing
21053,redis
21053,aws
21053,redshift
21053,etl
21053,postgres
21054,saas
21054,golang
21054,aws
21055,sql
21055,ai
21055,machine_learning
21056,oracle
21056,database
21056,microsoft
21056,unix
21056,ibm
21056,java
21056,shell
21056,mysql
21056,programming
21056,xml
21056,sql
21056,server
21056,c
21057,excel
21057,spss
21057,tableau
21057,sql
21057,powerbi
21058,
21059,ci/cd
21059,aws
21059,python
21059,node
21059,docker
21059,spark
21060,codebase
21060,cloud
21060,python
21060,sql
21061,scala
21061,git
21061,java
21061,javascript
21061,ruby
21061,programming
21061,docker
21062,
21063,gitlab
21063,ruby
21063,agile
21063,bi
21063,devops
21063,sql
21064,excel
21064,database
21064,frontend
21064,cloud
21064,unix
21064,json
21064,java
21064,css
21064,javascript
21064,html
21064,agile
21064,postgresql
21064,sql
21065,scala
21065,oracle
21065,warehousing
21065,git
21065,scrum
21065,ci/cd
21065,java
21065,power_bi
21065,pyspark
21065,agile
21065,python
21065,tableau
21065,etl
21065,mongo
21065,cognos
21065,hadoop
21065,sql
21065,nosql
21065,bi
21065,server
21065,azure
21066,cloud
21066,pytorch
21066,spark
21066,theano
21066,aws
21066,nlp
21066,etl
21066,ml
21066,tensorflow
21066,apache
21066,machine_learning
21066,scikit-learn
21067,github
21067,git
21067,ci/cd
21067,c++
21067,saas
21067,agile
21067,python
21067,linux
21068,scala
21068,backend
21068,java
21068,python
21068,node
21068,go
21069,excel
21070,unix/linux
21070,database
21070,c++
21070,unix
21070,shell
21070,coding
21070,programming
21070,c/c++
21070,linux
21070,c
21071,database
21071,cloud
21071,saas
21071,aws
21071,tableau
21071,snowflake
21071,ai
21072,cloud
21072,agile
21072,programming
21072,devops
21072,c
21072,java
21072,aws
21072,c++
21073,back-end
21073,ruby
21073,python
21073,programming
21073,go
21074,git
21074,airflow
21074,cloud
21074,gcp
21074,aws
21074,python
21074,tableau
21074,etl
21074,bigquery
21074,looker
21074,sql
21074,docker
21074,apache
21074,bi
21074,machine_learning
21074,powerbi
21075,graphql
21075,backend
21075,frontend
21075,c++
21075,java
21075,python
21075,php
21076,
21077,data_lake
21077,database
21077,cloud
21077,python
21077,hadoop
21077,r
21077,spark
21077,warehousing
21077,aws
21077,tableau
21077,ml
21077,sql
21077,machine_learning
21077,splunk
21078,alteryx
21078,power_bi
21078,python
21078,bi
21078,r
21078,powerpoint
21078,programming
21078,spark
21078,warehousing
21078,microsoft
21078,sas
21078,tableau
21078,cognos
21078,sql
21078,azure
21078,excel
21079,excel
21079,scala
21079,saas
21079,gcp
21079,java
21079,kotlin
21079,aws
21079,python
21079,linux
21079,go
21080,tableau
21080,looker
21080,spreadsheet
21080,sql
21080,bi
21081,powershell
21081,microsoft
21081,cloud
21081,iaas
21081,server
21081,azure
21082,cloud
21082,agile
21082,python
21082,docker
21082,saas
21082,gcp
21082,programming
21082,mongodb
21082,c
21082,backend
21082,java
21082,aws
21082,snowflake
21082,apache
21082,go
21082,azure
21082,c++
21083,agile
21084,r
21084,perl
21084,python
21084,programming
21084,hadoop
21084,machine_learning
21084,spark
21085,bash
21085,cloud
21085,golang
21085,mysql
21085,agile
21085,php
21085,linux
21085,docker
21085,sql
21086,cloud
21086,python
21086,programming
21086,aws
21086,sql
21086,nosql
21087,cloud
21087,aws
21087,azure
21088,cloud
21088,programming
21088,ci/cd
21088,aws
21089,ai
21090,python
21090,back-end
21090,looker
21090,tableau
21090,sql
21090,go
21091,linux/unix
21091,back-end
21091,git
21091,saas
21091,javascript
21091,aws
21091,programming
21092,database
21092,javascript
21092,python
21092,bi
21092,programming
21092,golang
21092,java
21092,tableau
21092,sql
21092,scala
21093,scrum
21093,agile
21093,node
21094,excel
21095,excel
21095,microsoft
21095,outlook
21095,word
21095,agile
21095,powerpoint
21095,sharepoint
21095,server
21095,devops
21095,azure
21096,bi
21096,r
21096,tableau
21096,sql
21096,go
21096,excel
21097,vue
21097,java
21098,
21099,word
21099,visio
21099,powerpoint
21099,microsoft
21099,tableau
21099,sql
21099,excel
21100,excel
21100,oracle
21100,database
21100,microsoft
21100,t-sql
21100,outlook
21100,word
21100,coding
21100,powerpoint
21100,programming
21100,etl
21100,jira
21100,sql
21100,nosql
21101,excel
21102,word
21102,agile
21102,visio
21102,powerpoint
21102,outlook
21102,sharepoint
21102,excel
21103,database
21103,cloud
21103,server
21103,git
21103,programming
21103,github
21103,aws
21103,sql
21103,azure
21103,unix
21104,spreadsheets
21104,database
21104,word
21105,r
21105,database
21105,python
21105,sql
21106,agile
21106,scrum
21106,javascript
21107,excel
21108,cloud
21108,agile/scrum
21108,server
21108,gcp
21108,programming
21108,devops
21108,java
21108,aws
21108,sql
21108,azure
21109,cloud
21109,ruby
21109,agile
21109,python
21109,asp.net
21109,powershell
21109,devops
21109,c
21109,github
21109,microsoft
21109,ci/cd
21109,shell
21109,aws
21109,kanban
21109,azure
21109,unix
21110,linux/unix
21110,backend
21110,c++
21110,java
21110,coding
21110,programming
21110,sql
21110,nosql
21110,go
21111,alteryx
21111,bi
21111,tableau
21112,excel
21113,cloud
21113,aws
21113,azure
21114,excel
21114,powerpoint
21115,database
21115,cloud
21115,splunk
21115,python
21115,programming
21116,cloud
21116,agile
21116,back-end
21116,node.js
21116,programming
21116,c
21116,aws
21116,sql
21116,nosql
21117,scrum
21117,cloud
21117,java
21117,aws
